date,account_id,active_flows,successful_runs,failed_runs,error_rate,p95_runtime_sec,dashboard_views,product_events,open_support_tickets,arr_at_risk,expansion_signal,data_quality_score,metric_freshness_hours,certified_metric_coverage
2026-01-21,ACC042,13,2420,144,0.0563,77.1,17,619,2,11810,4542,76.5,10.9,86.5
2026-01-21,ACC043,30,5362,10,0.002,35.2,33,963,0,1371,13035,93.1,3.6,94.0
2026-01-21,ACC044,26,5613,25,0.0046,28.7,23,224,2,9619,2175,96.7,4.2,90.2
2026-01-21,ACC045,52,11255,22,0.002,52.3,52,650,3,25354,6689,91.4,9.8,83.3
2026-01-22,ACC001,11,2548,144,0.0536,58.4,11,396,5,28410,5258,72.2,14.4,80.6
2026-01-22,ACC002,45,10340,475,0.044,53.4,43,2990,0,68115,47435,86.7,8.1,79.6
2026-01-22,ACC003,2,1157,18,0.0158,64.0,2,202,2,2376,1467,83.4,9.5,91.3
2026-01-22,ACC004,44,11963,37,0.0032,43.8,42,3554,0,4770,47548,92.7,5.9,83.4
2026-01-22,ACC005,16,2058,30,0.0145,59.5,20,459,0,3267,5324,93.4,10.0,78.8
2026-01-22,ACC006,11,2513,7,0.0028,18,8,244,0,553,2017,92.8,2.3,91.1
2026-01-22,ACC007,46,9372,175,0.0183,58.2,53,2309,3,47733,31505,82.4,8.5,75.9
2026-01-22,ACC008,17,2211,4,0.002,39.5,20,265,0,648,4109,97.2,2.6,77.1
2026-01-22,ACC009,3,1187,2,0.002,39.3,6,304,0,124,1682,96.9,5.3,67.1
2026-01-22,ACC010,27,6436,18,0.0028,41.7,24,490,2,10393,4946,93.2,5.9,77.4
2026-01-22,ACC011,29,5254,10,0.002,28.7,33,596,1,5516,7314,90.5,5.8,80.7
2026-01-22,ACC012,5,1196,2,0.002,45.6,13,77,0,106,360,94.5,1,67.2
2026-01-22,ACC013,7,1229,2,0.002,37.8,23,549,2,999,2930,93.4,10.1,82.0
2026-01-22,ACC014,43,9911,160,0.016,69.8,62,3971,0,17887,47541,92.2,1,81.3
2026-01-22,ACC015,23,5058,10,0.002,52.2,30,1266,0,1526,20215,92.4,9.6,74.7
2026-01-22,ACC016,14,2417,157,0.0611,73.6,27,715,3,23917,9101,82.6,12.8,66.4
2026-01-22,ACC017,11,788,32,0.0391,54.4,15,270,0,2523,2341,89.7,10.6,79.8
2026-01-22,ACC018,10,1441,79,0.0524,70.1,13,237,1,3904,1143,76.4,10.2,77.1
2026-01-22,ACC019,16,2359,134,0.0538,69.9,24,641,1,14169,6698,84.9,6.7,67.4
2026-01-22,ACC020,7,1293,57,0.0426,75.4,9,383,2,4153,2296,85.6,7.6,68.8
2026-01-22,ACC021,44,12315,647,0.0499,77.6,47,3548,2,97816,46587,80.0,13.5,71.5
2026-01-22,ACC022,24,5079,113,0.0218,47.3,33,536,0,11890,6085,89.6,4.6,78.3
2026-01-22,ACC023,52,9836,677,0.0644,62.4,50,2670,4,103092,31985,73.5,17.7,73.9
2026-01-22,ACC024,16,2503,52,0.0205,55.4,23,361,2,10847,4785,87.7,9.0,90.0
2026-01-22,ACC025,11,1946,95,0.047,65.7,14,434,2,13784,5326,77.5,8.9,77.2
2026-01-22,ACC026,16,2611,31,0.0118,39.0,22,854,1,4349,7970,90.5,3.6,79.9
2026-01-22,ACC027,30,5497,235,0.041,68.9,35,1464,3,32616,14792,82.2,9.8,79.5
2026-01-22,ACC028,52,9659,385,0.0384,57.4,48,1169,0,52345,17488,88.5,7.6,71.4
2026-01-22,ACC029,11,2960,5,0.002,48.9,9,846,1,2653,8863,91.3,7.4,83.8
2026-01-22,ACC030,24,4932,43,0.0087,66.8,25,197,2,19788,3663,88.3,7.9,71.7
2026-01-22,ACC031,9,1286,6,0.0053,42.9,15,223,0,293,1024,90.4,3.3,88.5
2026-01-22,ACC032,24,6787,88,0.0129,40.0,32,1106,1,13386,11568,92.3,6.1,78.9
2026-01-22,ACC033,7,916,1,0.002,41.9,15,267,0,107,1654,99,3.3,78.0
2026-01-22,ACC034,6,838,45,0.0514,54.9,18,141,1,3442,1048,85.0,6.2,66.0
2026-01-22,ACC035,29,6022,50,0.0083,35.9,33,2043,0,5226,22637,91.5,2.8,85.5
2026-01-22,ACC036,19,2029,127,0.0591,60.5,29,377,3,20398,4997,70.5,12.7,63.5
2026-01-22,ACC037,8,3010,165,0.0523,74.9,13,1017,5,25235,10312,72.9,17.3,68.3
2026-01-22,ACC038,9,877,1,0.002,45.8,22,306,2,1374,3150,87.7,7.0,83.5
2026-01-22,ACC039,28,4895,264,0.0513,56.6,31,1371,0,31618,18277,81.8,7.5,80.1
2026-01-22,ACC040,33,5799,83,0.0142,44.9,36,1109,0,11104,15779,94.9,3.4,73.0
2026-01-22,ACC041,15,2451,72,0.0288,84.7,13,98,2,13702,1353,82.3,8.8,69.0
2026-01-22,ACC042,12,2059,94,0.044,60.8,19,537,4,12121,4631,77.9,11.7,81.8
2026-01-22,ACC043,28,5811,11,0.002,48.8,22,820,0,1371,10242,96.9,5.4,82.7
2026-01-22,ACC044,29,4563,26,0.0057,49.3,22,182,1,6575,2174,88.9,7.2,87.3
2026-01-22,ACC045,52,10458,20,0.002,45.4,34,418,0,2188,4630,99,5.4,76.2
2026-01-23,ACC001,17,2317,173,0.0696,58.0,26,264,4,31273,3855,70.4,16.0,72.2
2026-01-23,ACC002,41,9466,470,0.0473,55.0,29,3134,0,73315,54310,85.7,8.0,87.2
2026-01-23,ACC003,7,1067,13,0.0125,54.3,13,208,2,2109,1638,85.0,7.9,84.8
2026-01-23,ACC004,47,9224,18,0.002,40.3,42,2787,0,3023,48359,95.7,7.1,76.0
2026-01-23,ACC005,11,2485,98,0.0381,62.9,14,397,1,10192,3814,84.6,7.7,85.2
2026-01-23,ACC006,16,2101,6,0.0032,59.9,20,261,2,3398,2581,91.3,4.8,85.0
2026-01-23,ACC007,48,11354,523,0.0441,18,39,3022,1,61802,34036,82.0,10.5,70.6
2026-01-23,ACC008,19,2004,45,0.0222,33.0,30,192,0,7184,3284,92.3,10.8,64.6
2026-01-23,ACC009,7,1255,2,0.002,28.6,17,422,0,124,2208,99,7.2,77.9
2026-01-23,ACC010,32,6393,64,0.01,44.6,29,1000,0,6149,10162,97.1,7.7,73.4
2026-01-23,ACC011,31,5276,10,0.002,38.4,38,499,0,1218,6098,96.1,2.0,73.3
2026-01-23,ACC012,6,1507,3,0.002,40.6,8,211,0,106,783,98.2,1.2,84.2
2026-01-23,ACC013,2,1340,2,0.002,57.8,14,565,0,124,2766,93.4,4.9,91.7
2026-01-23,ACC014,44,10887,137,0.0124,53.2,41,3907,0,13951,42582,95.2,3.7,78.9
2026-01-23,ACC015,27,4928,9,0.002,58.5,22,1274,0,1526,20880,96.5,6.4,77.0
2026-01-23,ACC016,12,2794,181,0.0609,63.6,20,851,4,25889,9370,76.7,14.4,65.3
2026-01-23,ACC017,9,848,31,0.0357,70.4,8,257,1,2757,2070,88.9,8.6,82.3
2026-01-23,ACC018,4,1371,73,0.0511,65.1,10,213,2,4281,1080,79.3,11.8,72.6
2026-01-23,ACC019,12,2423,168,0.0649,72.5,19,699,4,21692,7111,76.1,12.7,63.6
2026-01-23,ACC020,8,1504,58,0.0377,43.1,21,540,0,2759,2783,87.5,7.2,73.4
2026-01-23,ACC021,48,10543,596,0.0536,55.4,43,2351,3,114128,36058,80.2,7.6,65.4
2026-01-23,ACC022,26,4699,174,0.0359,60.1,22,963,2,27240,11817,85.5,12.4,72.8
2026-01-23,ACC023,48,9392,606,0.0607,56.0,48,2128,0,67538,26697,80.5,5.4,63.2
2026-01-23,ACC024,11,2091,18,0.0086,53.6,12,326,0,2705,5172,93.9,11.7,76.3
2026-01-23,ACC025,10,2099,106,0.0484,47.3,23,613,3,15684,6975,77.6,15.5,77.4
2026-01-23,ACC026,20,2101,4,0.002,43.9,17,662,0,460,7678,95.1,3.7,80.7
2026-01-23,ACC027,27,5198,168,0.0314,42.0,26,1492,1,20189,15943,87.0,12.1,78.9
2026-01-23,ACC028,48,9598,366,0.0368,49.1,52,1248,0,50237,18789,83.4,5.5,82.9
2026-01-23,ACC029,9,2260,4,0.002,24.8,17,756,0,586,10373,97.9,3.8,79.3
2026-01-23,ACC030,28,5642,11,0.002,38.9,20,225,1,7845,3657,88.0,5.5,72.3
2026-01-23,ACC031,11,1333,2,0.002,44.4,15,285,0,112,1263,93.5,3.9,73.0
2026-01-23,ACC032,27,5672,11,0.002,42.6,26,399,1,6074,4994,98.4,4.5,74.5
2026-01-23,ACC033,6,897,1,0.002,32.2,9,292,0,107,1847,95.4,4.8,80.6
2026-01-23,ACC034,11,757,29,0.0372,77.1,20,155,0,2189,1276,79.2,7.1,76.8
2026-01-23,ACC035,30,6129,75,0.0122,81.2,38,1951,0,7683,21241,87.2,4.2,81.1
2026-01-23,ACC036,18,2258,102,0.0433,57.2,29,542,1,12799,6456,80.8,8.7,74.6
2026-01-23,ACC037,13,2846,161,0.0538,60.5,18,794,2,19569,8515,82.1,7.7,63.5
2026-01-23,ACC038,12,847,1,0.002,50.6,23,197,1,772,2100,93.3,4.4,82.8
2026-01-23,ACC039,26,5444,284,0.0497,67.5,18,1925,1,34964,23075,82.8,14.0,73.8
2026-01-23,ACC040,34,5496,74,0.0133,54.4,36,826,1,15889,12400,95.9,5.0,81.1
2026-01-23,ACC041,14,2472,14,0.006,41.4,17,98,2,6433,1341,93.9,8.4,83.9
2026-01-23,ACC042,15,2380,77,0.0316,62.5,25,718,0,5298,5356,85.7,4.1,75.1
2026-01-23,ACC043,34,6310,65,0.0102,48.8,29,913,2,16698,10501,89.6,10.7,79.9
2026-01-23,ACC044,27,6298,57,0.0091,22.2,21,251,0,4681,2172,89.9,2.9,78.2
2026-01-23,ACC045,51,10349,20,0.002,28.4,48,788,0,2188,8820,94.8,1.8,68.1
2026-01-24,ACC001,10,1860,82,0.0424,72.0,17,416,1,15813,7567,82.4,11.7,84.4
2026-01-24,ACC002,42,9243,387,0.0402,59.4,46,3111,2,84137,55212,83.5,8.8,82.5
2026-01-24,ACC003,4,848,17,0.0207,45.7,19,109,4,3884,1080,84.7,11.0,86.1
2026-01-24,ACC004,50,9290,18,0.002,39.0,38,2819,1,13693,48566,90.5,5.3,76.5
2026-01-24,ACC005,14,2177,61,0.0275,50.1,12,263,0,6198,2884,96.0,9.6,88.5
2026-01-24,ACC006,11,2251,4,0.002,35.6,19,311,1,1777,2870,96.0,4.9,86.9
2026-01-24,ACC007,49,8569,236,0.0269,71.3,51,2167,0,32434,32339,88.8,4.8,64.9
2026-01-24,ACC008,17,2133,27,0.0126,35.2,24,293,0,4067,4709,94.4,2.5,72.9
2026-01-24,ACC009,6,872,3,0.0043,67.8,14,307,0,268,2312,94.0,6.9,92.2
2026-01-24,ACC010,28,4455,46,0.0103,42.3,28,576,1,10665,8400,88.3,6.6,67.1
2026-01-24,ACC011,31,4672,19,0.0042,53.0,42,604,0,2528,8335,96.5,3.7,73.1
2026-01-24,ACC012,5,1272,4,0.0039,34.0,14,120,1,579,528,92.8,7.7,80.0
2026-01-24,ACC013,5,1112,2,0.002,69.8,18,409,0,124,2413,96.0,8.4,86.0
2026-01-24,ACC014,42,8153,49,0.006,40.3,41,2930,1,14680,42642,91.2,7.5,76.9
2026-01-24,ACC015,23,4535,9,0.002,53.6,15,922,0,1526,16420,95.1,2.3,76.2
2026-01-24,ACC016,12,1763,100,0.0538,71.2,21,384,2,19729,6701,82.3,9.5,70.1
2026-01-24,ACC017,6,785,40,0.0491,54.7,15,227,4,4990,1975,83.7,14.3,84.6
2026-01-24,ACC018,9,1184,52,0.0424,60.2,15,223,1,3246,1309,86.7,11.8,83.8
2026-01-24,ACC019,13,2066,131,0.0598,67.7,16,589,0,13920,7027,82.2,11.5,64.0
2026-01-24,ACC020,8,1040,60,0.0552,61.1,18,336,0,4037,2504,83.1,8.0,64.0
2026-01-24,ACC021,46,9515,421,0.0424,71.1,39,2740,1,75585,46564,83.5,10.2,70.2
2026-01-24,ACC022,25,4520,137,0.0295,61.1,29,683,2,23748,8713,80.9,6.5,69.0
2026-01-24,ACC023,48,8964,537,0.0566,53.8,47,2570,2,78692,33782,78.7,5.6,69.3
2026-01-24,ACC024,13,1781,3,0.002,50.0,12,336,0,627,6259,99,6.3,87.0
2026-01-24,ACC025,10,1652,79,0.0457,42.1,6,337,1,11895,4872,80.8,10.1,81.0
2026-01-24,ACC026,14,1934,37,0.0191,41.6,28,542,1,6022,6829,85.9,6.0,68.4
2026-01-24,ACC027,24,4988,234,0.0448,74.7,22,1234,3,34628,13741,79.1,11.6,74.6
2026-01-24,ACC028,48,9172,383,0.0401,35.9,46,1572,0,54764,24766,93.5,8.4,67.9
2026-01-24,ACC029,9,2275,4,0.002,31.6,18,727,0,586,9909,97.2,2.3,97.9
2026-01-24,ACC030,26,4434,14,0.0033,28.8,38,177,0,2849,3660,97.7,3.8,80.3
2026-01-24,ACC031,9,1193,10,0.0083,19.3,12,266,0,465,1317,92.8,5.2,73.8
2026-01-24,ACC032,29,5096,56,0.0109,41.1,22,816,0,7340,11367,90.0,6.1,75.2
2026-01-24,ACC033,5,871,1,0.002,50.0,18,271,0,107,1765,94.7,1.5,70.0
2026-01-24,ACC034,9,731,38,0.0495,35.9,17,105,1,3331,895,80.8,8.5,72.4
2026-01-24,ACC035,29,4182,8,0.002,37.5,31,948,0,1260,15126,99,3.9,76.0
2026-01-24,ACC036,14,1686,87,0.0494,66.3,17,267,0,12541,4259,82.4,9.3,68.7
2026-01-24,ACC037,11,2464,129,0.0498,54.1,22,811,5,24539,10046,78.6,14.0,72.5
2026-01-24,ACC038,9,727,1,0.002,61.7,11,174,0,171,2161,96.7,6.7,86.9
2026-01-24,ACC039,27,4547,179,0.038,66.3,30,1381,1,27780,19820,89.6,8.7,78.4
2026-01-24,ACC040,32,4373,101,0.0226,26.5,32,559,2,28596,10547,81.9,11.0,83.2
2026-01-24,ACC041,15,2062,19,0.0093,49.7,20,82,0,2970,1345,97.5,8.6,68.6
2026-01-24,ACC042,17,1944,64,0.0323,65.9,15,408,2,7781,3726,82.3,7.7,80.5
2026-01-24,ACC043,30,4836,9,0.002,31.4,32,751,0,1371,11271,96.7,4.6,80.2
2026-01-24,ACC044,24,4879,9,0.002,62.0,21,195,0,1030,2179,95.2,3.6,82.9
2026-01-24,ACC045,47,10850,21,0.002,40.1,61,434,0,2188,4633,99,4.1,77.8
2026-01-25,ACC001,10,1942,80,0.0398,67.8,13,268,3,19497,4669,76.1,14.1,67.8
2026-01-25,ACC002,44,10147,446,0.0421,66.0,40,2968,1,76196,47981,90.7,7.6,84.3
2026-01-25,ACC003,8,892,22,0.0242,57.4,14,147,2,3038,1384,85.6,6.9,86.9
2026-01-25,ACC004,45,8108,16,0.002,36.3,45,2498,1,13693,49310,99,5.8,82.0
2026-01-25,ACC005,13,1964,54,0.0272,42.0,20,158,1,7716,1920,89.8,10.2,75.3
2026-01-25,ACC006,15,2077,22,0.0109,61.0,21,246,0,2139,2461,92.3,2.2,77.7
2026-01-25,ACC007,46,8734,312,0.0345,85.6,40,1982,0,41681,29019,88.3,7.5,75.9
2026-01-25,ACC008,17,2058,20,0.0101,52.8,10,207,0,3259,3448,96.1,4.4,75.5
2026-01-25,ACC009,2,1059,11,0.0106,58.0,11,247,0,658,1532,90.8,5.0,80.8
2026-01-25,ACC010,26,4998,38,0.0077,37.7,25,292,0,4727,3796,90.4,5.0,71.6
2026-01-25,ACC011,32,4641,9,0.002,27.5,29,662,0,1218,9196,99,1,84.1
2026-01-25,ACC012,7,1339,16,0.0121,31.4,18,103,3,1759,430,92.2,8.7,74.0
2026-01-25,ACC013,6,1034,2,0.002,52.2,11,373,1,561,2366,90.6,4.2,81.8
2026-01-25,ACC014,42,9793,155,0.0157,44.2,41,3843,0,17538,46563,88.1,5.0,80.3
2026-01-25,ACC015,23,4997,10,0.002,19.4,33,1365,2,12294,22062,90.1,6.2,81.1
2026-01-25,ACC016,9,2066,119,0.0545,77.4,19,620,0,15849,9232,82.2,7.3,64.1
2026-01-25,ACC017,6,756,35,0.0444,63.8,11,275,2,3778,2485,81.8,8.9,75.7
2026-01-25,ACC018,3,1131,75,0.0625,84.6,7,244,5,6418,1499,69.0,17.8,72.5
2026-01-25,ACC019,11,2461,170,0.065,84.0,16,652,1,16766,6530,76.0,10.6,67.4
2026-01-25,ACC020,8,1075,43,0.0388,55.4,12,340,0,2842,2451,87.0,6.1,60.9
2026-01-25,ACC021,45,8053,223,0.027,51.3,44,1892,0,41217,37991,94.7,9.0,81.4
2026-01-25,ACC022,27,4065,132,0.0315,49.1,24,619,0,17165,8780,93.9,5.2,65.0
2026-01-25,ACC023,48,7546,494,0.0615,68.8,42,2498,3,92037,39005,75.8,14.2,63.3
2026-01-25,ACC024,13,1861,3,0.002,21.1,29,387,0,627,6899,97.5,2.1,86.8
2026-01-25,ACC025,13,1882,114,0.0572,62.6,12,456,3,17669,5787,85.2,10.8,82.2
2026-01-25,ACC026,16,1733,11,0.0063,18,24,592,0,1455,8324,94.4,6.4,76.5
2026-01-25,ACC027,28,5771,276,0.0457,45.9,22,1590,1,27666,15303,84.4,9.8,82.2
2026-01-25,ACC028,48,8836,358,0.039,70.1,43,1428,1,62856,23353,82.1,7.8,76.3
2026-01-25,ACC029,9,2352,4,0.002,41.2,22,789,1,2653,10402,99,8.6,79.5
2026-01-25,ACC030,26,5298,91,0.017,47.6,21,211,0,14764,3652,89.3,7.1,74.7
2026-01-25,ACC031,15,1340,22,0.0163,68.6,21,266,2,1697,1172,92.6,7.9,73.8
2026-01-25,ACC032,31,4322,86,0.0196,54.6,21,645,1,17865,10594,89.7,1,72.9
2026-01-25,ACC033,9,881,1,0.002,38.7,14,286,0,107,1842,92.8,5.9,77.4
2026-01-25,ACC034,6,649,20,0.0307,34.4,12,138,0,1808,1325,91.1,4.2,74.2
2026-01-25,ACC035,27,4522,9,0.002,68.3,25,1403,1,5709,20703,95.0,2.4,73.2
2026-01-25,ACC036,18,1793,79,0.0423,60.6,22,307,1,12544,4605,80.8,5.2,67.4
2026-01-25,ACC037,9,2556,110,0.0413,72.5,19,793,2,15977,9469,83.0,12.2,70.3
2026-01-25,ACC038,10,775,1,0.002,20.1,6,214,0,171,2493,99,1,96.3
2026-01-25,ACC039,27,4729,247,0.0498,74.3,22,1354,1,35026,18684,83.5,10.1,69.2
2026-01-25,ACC040,32,4535,101,0.0219,62.0,33,487,0,17036,8860,98.3,7.5,69.9
2026-01-25,ACC041,17,1904,31,0.0163,59.2,17,76,2,9708,1351,83.0,9.2,67.9
2026-01-25,ACC042,13,1949,69,0.0346,67.1,18,524,2,8170,4774,80.8,10.7,76.5
2026-01-25,ACC043,29,4316,8,0.002,34.8,35,364,0,1371,6121,96.5,4.6,86.9
2026-01-25,ACC044,27,3944,12,0.0031,25.8,25,157,1,5215,2170,96.7,7.8,85.9
2026-01-25,ACC045,55,8240,16,0.002,29.1,51,343,0,2188,4822,99,3.6,86.1
2026-01-26,ACC001,14,2234,145,0.061,68.1,21,312,4,28525,4725,77.0,7.8,80.1
2026-01-26,ACC002,43,10040,503,0.0478,73.4,59,3754,4,117797,61335,76.2,15.8,83.4
2026-01-26,ACC003,6,1174,19,0.0163,53.9,16,217,1,1853,1553,92.6,6.8,77.6
2026-01-26,ACC004,47,9372,18,0.002,32.2,58,2755,1,13693,47049,91.9,7.8,76.4
2026-01-26,ACC005,15,2215,45,0.02,51.7,13,395,1,6096,4257,92.7,8.6,84.2
2026-01-26,ACC006,13,2040,57,0.0274,48.7,12,136,0,5367,1385,94.0,3.0,77.2
2026-01-26,ACC007,45,10022,346,0.0335,58.1,34,2818,2,57466,35957,82.3,8.6,62.3
2026-01-26,ACC008,17,2419,17,0.007,42.4,27,96,0,2262,1360,97.0,7.3,83.2
2026-01-26,ACC009,7,1210,2,0.002,69.5,12,362,0,124,1965,99,3.9,72.9
2026-01-26,ACC010,30,5616,11,0.002,27.9,36,317,0,1227,3667,99,4.3,76.8
2026-01-26,ACC011,36,5459,10,0.002,41.5,32,551,0,1218,6507,93.9,4.8,75.5
2026-01-26,ACC012,5,1464,15,0.0107,48.0,9,193,2,1309,737,82.6,8.3,75.8
2026-01-26,ACC013,2,1278,2,0.002,47.3,8,454,0,124,2330,93.3,6.1,93.8
2026-01-26,ACC014,41,9523,147,0.0152,44.8,47,3808,0,17063,47447,90.9,5.9,76.2
2026-01-26,ACC015,23,4930,9,0.002,42.2,21,1224,0,1526,20052,95.1,8.3,75.2
2026-01-26,ACC016,10,2341,172,0.0686,79.2,27,680,4,28124,8936,67.4,16.6,70.3
2026-01-26,ACC017,8,791,45,0.054,81.8,17,229,1,3941,1978,75.8,6.3,70.3
2026-01-26,ACC018,8,1218,55,0.0432,65.1,19,150,2,3763,856,79.2,7.5,78.8
2026-01-26,ACC019,13,2784,171,0.0581,63.5,25,746,1,15178,6605,72.8,13.0,74.6
2026-01-26,ACC020,13,1187,54,0.0438,63.0,14,340,4,5270,2220,82.1,16.4,77.7
2026-01-26,ACC021,48,9740,410,0.0404,55.2,46,2703,0,61729,44874,83.1,6.2,74.2
2026-01-26,ACC022,25,5252,28,0.0054,51.9,32,840,1,6772,9222,90.9,3.1,70.9
2026-01-26,ACC023,50,10506,807,0.0714,65.8,41,2878,3,102973,32278,78.0,12.2,66.9
2026-01-26,ACC024,17,2525,5,0.002,45.2,16,393,0,627,5164,95.3,4.3,85.9
2026-01-26,ACC025,10,2234,134,0.0568,77.0,19,517,2,16005,5527,84.4,11.4,72.8
2026-01-26,ACC026,17,2179,4,0.0022,55.7,28,777,0,497,8689,95.3,4.0,79.0
2026-01-26,ACC027,27,5344,201,0.0363,44.4,36,1862,0,19065,19353,80.2,3.1,84.3
2026-01-26,ACC028,49,10136,610,0.0568,59.3,33,1583,3,106387,22567,76.6,14.4,67.4
2026-01-26,ACC029,13,2806,5,0.002,34.9,20,1061,0,586,11725,96.8,1,87.5
2026-01-26,ACC030,30,5665,129,0.0223,44.1,27,226,2,31570,3658,91.1,5.4,66.9
2026-01-26,ACC031,13,1241,2,0.002,46.9,17,272,1,505,1295,91.2,4.0,71.9
2026-01-26,ACC032,29,5955,48,0.0081,33.5,32,1234,0,5425,14711,99,7.2,70.9
2026-01-26,ACC033,8,926,1,0.002,46.2,11,317,0,107,1942,92.7,3.4,75.0
2026-01-26,ACC034,8,687,30,0.042,55.5,10,135,2,3301,1224,82.2,6.9,74.2
2026-01-26,ACC035,24,5865,11,0.002,41.4,26,1575,0,1260,17919,92.9,6.1,82.0
2026-01-26,ACC036,21,2047,110,0.0511,69.1,31,283,1,14773,3718,85.3,8.3,67.7
2026-01-26,ACC037,16,2493,153,0.0579,62.5,22,985,3,22797,12059,76.5,12.2,73.0
2026-01-26,ACC038,10,768,5,0.0075,48.5,16,228,0,642,2680,92.9,1.4,92.2
2026-01-26,ACC039,27,6095,274,0.0431,76.3,34,1894,4,43942,20279,79.6,11.0,72.3
2026-01-26,ACC040,30,4948,87,0.0173,80.4,39,818,0,13519,13640,91.8,2.1,82.2
2026-01-26,ACC041,11,2537,10,0.0042,51.9,19,101,0,1352,1347,92.2,3.5,78.6
2026-01-26,ACC042,13,2457,9,0.0037,59.3,21,670,0,623,4842,89.5,3.7,89.6
2026-01-26,ACC043,30,5249,10,0.002,52.5,36,1055,2,11048,14587,93.8,5.8,85.8
2026-01-26,ACC044,30,5120,35,0.007,64.2,20,204,1,7226,2172,89.8,2.0,87.6
2026-01-26,ACC045,54,10888,21,0.002,36.0,52,435,1,9910,4628,89.0,3.8,70.9
2026-01-27,ACC001,16,2607,142,0.052,57.8,31,376,4,25632,4880,76.8,11.8,75.6
2026-01-27,ACC002,45,10017,542,0.0514,68.6,39,3252,3,112398,53255,81.4,11.7,72.9
2026-01-27,ACC003,7,1057,21,0.0197,56.1,15,174,0,1567,1383,96.0,3.3,76.5
2026-01-27,ACC004,47,11538,23,0.002,48.2,44,3272,0,3023,45388,95.1,4.6,70.9
2026-01-27,ACC005,12,1910,59,0.0303,46.8,15,372,2,10012,4649,88.5,13.3,86.9
2026-01-27,ACC006,15,2387,4,0.002,39.6,21,436,0,392,3795,99,5.4,83.1
2026-01-27,ACC007,46,9764,246,0.0247,39.7,47,2743,3,55372,35924,87.5,8.8,73.2
2026-01-27,ACC008,14,2201,26,0.0119,56.9,13,256,0,3838,3987,88.4,5.2,71.7
2026-01-27,ACC009,4,1208,2,0.002,21.0,5,362,1,562,1968,90.9,4.6,79.6
2026-01-27,ACC010,31,5917,16,0.0028,43.2,38,736,0,1716,8081,92.8,7.5,82.4
2026-01-27,ACC011,29,5298,128,0.0236,27.1,32,506,0,14383,6158,95.3,8.5,75.5
2026-01-27,ACC012,9,1276,2,0.002,46.6,17,85,1,479,373,96.7,5.5,77.3
2026-01-27,ACC013,2,1183,2,0.002,45.4,12,410,1,561,2274,94.4,5.9,80.2
2026-01-27,ACC014,41,8832,106,0.0119,49.6,31,3210,0,13372,43126,92.4,4.1,75.7
2026-01-27,ACC015,22,4205,8,0.002,46.0,30,892,0,1526,17133,99,1.4,71.9
2026-01-27,ACC016,11,2318,129,0.053,68.0,7,796,3,21539,10564,70.9,14.4,68.6
2026-01-27,ACC017,8,829,22,0.0269,48.7,19,275,0,1733,2266,87.6,1.7,80.4
2026-01-27,ACC018,11,1231,50,0.0391,63.1,18,190,0,2568,1073,88.2,7.3,80.7
2026-01-27,ACC019,17,2414,150,0.0585,92.6,20,794,1,15271,8107,83.7,10.0,66.7
2026-01-27,ACC020,8,1281,39,0.0299,59.7,11,459,0,2191,2777,91.0,7.4,72.9
2026-01-27,ACC021,50,9657,412,0.041,61.2,54,3004,1,73318,50300,77.6,9.4,67.3
2026-01-27,ACC022,24,5446,135,0.0242,68.0,26,1014,1,17026,10736,87.0,11.3,77.7
2026-01-27,ACC023,50,8330,486,0.0551,61.3,37,2432,3,84913,34401,77.2,13.7,70.4
2026-01-27,ACC024,16,2104,28,0.0134,64.5,16,288,2,8614,4541,88.9,4.2,78.0
2026-01-27,ACC025,9,1711,100,0.0555,73.5,16,331,0,12509,4620,76.3,8.3,74.8
2026-01-27,ACC026,16,2209,8,0.004,51.5,20,616,0,932,6795,89.3,7.0,74.4
2026-01-27,ACC027,29,5180,226,0.0419,49.1,34,1848,1,25700,19815,85.6,11.5,78.2
2026-01-27,ACC028,51,9318,290,0.0302,48.6,49,1268,0,41220,19664,86.8,4.5,76.5
2026-01-27,ACC029,9,2635,5,0.002,47.8,15,667,0,586,7850,99,3.1,88.4
2026-01-27,ACC030,28,4637,44,0.0096,39.2,27,185,1,14406,3658,89.9,1,76.4
2026-01-27,ACC031,8,1318,29,0.0218,74.1,12,305,0,1215,1367,88.7,4.8,63.3
2026-01-27,ACC032,27,5808,79,0.0135,25.4,31,690,2,18543,8434,82.7,7.7,81.1
2026-01-27,ACC033,8,825,1,0.002,52.6,18,292,0,107,2008,93.2,4.2,72.4
2026-01-27,ACC034,7,807,46,0.0542,58.5,12,142,3,4436,1096,81.4,18.1,66.2
2026-01-27,ACC035,24,5436,36,0.0067,33.5,21,1425,0,4243,17492,96.8,2.5,71.4
2026-01-27,ACC036,14,1879,97,0.0495,43.2,15,370,3,17957,5296,74.0,14.0,79.7
2026-01-27,ACC037,10,2611,96,0.0358,64.1,16,847,0,10306,9901,81.9,6.5,67.9
2026-01-27,ACC038,9,887,1,0.002,31.0,14,277,0,171,2819,91.2,3.7,89.8
2026-01-27,ACC039,26,5715,157,0.0268,24.6,27,1918,0,16488,21901,85.2,3.7,78.7
2026-01-27,ACC040,29,5332,113,0.0209,45.1,30,650,0,16275,10058,87.3,5.7,77.8
2026-01-27,ACC041,19,1949,41,0.0209,45.3,20,77,0,6694,1337,91.5,6.5,67.2
